number,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,u_priority_confirmation,duracion_horas
INC0009443,Caller 156,Opened by  17,Phone,Location 161,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,3.45
INC0008573,Caller 4852,Opened by  17,Phone,Location 93,Category 26,Subcategory 175,Symptom 119,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 33,False,79.08333333333333
INC0008637,Caller 4607,Opened by  40,Phone,Location 128,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,77.95
INC0002339,Caller 3646,Opened by  316,Phone,Location 143,Category 24,Subcategory 164,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,413.85
INC0009594,Caller 821,Opened by  221,Phone,Location 204,Category 53,Subcategory 168,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.38333333333333336
INC0008404,Caller 3830,Opened by  397,Phone,Location 35,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,96.73333333333333
INC0009350,Caller 1858,Opened by  390,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,5.366666666666666
INC0009303,Caller 2047,Opened by  131,Phone,Location 108,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 170,False,6.05
INC0009548,Caller 942,Opened by  386,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,1.3333333333333333
INC0007338,Caller 1297,Opened by  397,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,145.75
INC0003618,Caller 4729,Opened by  59,Phone,Location 249,Category 40,Subcategory 43,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,False,337.7
INC0008756,Caller 1980,Opened by  247,Phone,Location 236,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,False,76.23333333333333
INC0001319,Caller 2949,Opened by  501,Phone,Location 93,Category 45,Subcategory 200,Symptom 141,3 - Low,3 - Low,4 - Low,Group 67,Resolver 84,False,458.25
INC0004041,Caller 4980,Opened by  131,Phone,Location 204,Category 53,Subcategory 303,Symptom 580,3 - Low,3 - Low,4 - Low,Group 70,Resolver 17,False,318.55
INC0007876,Caller 5026,Opened by  108,Phone,Location 135,Category 51,Subcategory 25,Symptom 44,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,121.11666666666666
INC0000351,Caller 3038,Opened by  433,Phone,Location 204,Category 45,Subcategory 220,No reportado,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,False,504.78333333333336
INC0009619,Caller 3377,Opened by  240,Phone,Location 199,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,0.2833333333333333
INC0007673,Caller 4897,Opened by  397,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,False,125.61666666666666
INC0008347,Caller 5360,Opened by  386,Phone,Location 245,Category 46,Subcategory 233,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,False,98.36666666666666
INC0008065,Caller 2471,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,No asignado,False,104.28333333333333
INC0006949,Caller 242,Opened by  58,Phone,Location 143,Category 9,Subcategory 164,Symptom 471,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,161.71666666666667
INC0006787,Caller 3756,Opened by  17,Phone,Location 108,Category 51,Subcategory 6,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 93,False,169.93333333333334
INC0006513,Caller 558,Opened by  501,Phone,Location 204,Category 53,Subcategory 174,Symptom 494,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,174.53333333333333
INC0007853,Caller 459,Opened by  397,Phone,Location 143,Category 20,Subcategory 125,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,121.88333333333334
INC0009629,Caller 1473,Opened by  108,Phone,Location 143,Category 53,Subcategory 13,Symptom 50,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.36666666666666664
INC0009605,Caller 171,Opened by  55,Phone,Location 143,Category 37,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 84,False,0.7833333333333333
INC0007827,Caller 3184,Opened by  108,Phone,Location 108,Category 23,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 17,False,122.36666666666666
INC0007820,Caller 4639,Opened by  17,Phone,Location 96,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,122.58333333333333
INC0009655,Caller 3539,Opened by  168,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,0.016666666666666666
INC0009413,Caller 3570,Opened by  17,Phone,Location 229,Category 42,Subcategory 29,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 34,Resolver 159,False,5.183333333333334
INC0007933,Caller 5549,Opened by  55,Phone,Location 161,Category 19,Subcategory 289,Symptom 494,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,False,120.45
INC0009661,Caller 4013,Opened by  168,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,0.03333333333333333
INC0009664,Caller 2787,Opened by  168,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,0.016666666666666666
INC0009577,Caller 2735,Opened by  390,Phone,Location 108,Category 46,Subcategory 247,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 234,False,1.7666666666666666
INC0009666,Caller 5334,Opened by  44,Phone,Location 161,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,0.06666666666666667
INC0009667,Caller 2639,Opened by  168,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,0.06666666666666667
INC0009434,Caller 3257,Opened by  501,Phone,Location 93,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 45,Resolver 117,False,4.95
INC0009671,Caller 700,Opened by  168,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,0.016666666666666666
INC0009519,Caller 1062,Opened by  17,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,2.716666666666667
INC0009392,Caller 2287,Opened by  390,Phone,Location 143,Category 57,Subcategory 146,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,False,5.716666666666667
INC0005196,Caller 4703,Opened by  131,Phone,Location 204,Category 24,Subcategory 164,Symptom 491,3 - Low,3 - Low,4 - Low,Group 25,Resolver 57,False,272.01666666666665
INC0007305,Caller 2416,Opened by  501,Phone,Location 113,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,147.46666666666667
INC0006255,Caller 4140,Opened by  397,Phone,Location 204,Category 9,Subcategory 202,Symptom 70,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,229.96666666666667
INC0001793,Caller 4688,Opened by  301,Phone,Location 54,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,438.31666666666666
INC0007016,Caller 5017,Opened by  17,Phone,Location 34,Category 40,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,152.75
INC0008888,Caller 1208,Opened by  301,Phone,Location 108,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,73.86666666666666
INC0009451,Caller 459,Opened by  108,Phone,Location 143,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,4.916666666666667
INC0002066,Caller 4998,Opened by  390,Phone,Location 55,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,433.35
INC0009254,Caller 3502,Opened by  40,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,False,7.95
INC0009665,Caller 788,Opened by  55,Phone,Location 93,Category 46,Subcategory 243,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,False,0.5666666666666667
INC0009659,Caller 479,Opened by  108,Phone,Location 108,Category 35,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,0.6333333333333333
INC0003910,Caller 4221,Opened by  59,Phone,Location 143,Category 40,Subcategory 43,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,321.25
INC0008910,Caller 2782,Opened by  397,Phone,Location 108,Category 20,Subcategory 125,Symptom 517,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 126,False,73.51666666666667
INC0004333,Caller 4552,Opened by  59,Phone,Location 51,Category 40,Subcategory 43,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,315.48333333333335
INC0004350,Caller 5368,Opened by  402,Phone,Location 143,Category 26,Subcategory 164,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 17,False,315.1666666666667
INC0005911,Caller 1594,Opened by  40,Phone,Location 204,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,246.58333333333334
INC0009244,Caller 2429,Opened by  24,Phone,Location 46,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 31,False,8.566666666666666
INC0009431,Caller 3329,Opened by  184,Phone,Location 51,Category 53,Subcategory 68,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 68,Resolver 97,False,6.066666666666666
INC0008936,Caller 3775,Opened by  109,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 126,False,73.3
INC0009695,Caller 4233,Opened by  58,Phone,Location 51,Category 44,Subcategory 60,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 126,False,0.36666666666666664
INC0009590,Caller 1528,Opened by  390,Phone,Location 143,Category 53,Subcategory 303,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 126,False,3.1666666666666665
INC0008646,Caller 3565,Opened by  17,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 115,False,80.56666666666666
INC0009709,Caller 3331,Opened by  305,Phone,Location 51,Category 42,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 15,False,0.08333333333333333
INC0009134,Caller 174,Opened by  305,Phone,Location 161,Category 20,Subcategory 125,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 115,False,23.1
INC0009082,Caller 585,Opened by  242,Phone,Location 204,Category 57,Subcategory 185,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,False,41.11666666666667
INC0009084,Caller 585,Opened by  8,Phone,Location 204,Category 57,Subcategory 185,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 167,False,40.78333333333333
INC0009371,Caller 3365,Opened by  17,Phone,Location 91,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,10.933333333333334
INC0009723,Caller 263,Opened by  58,Phone,Location 143,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 30,False,0.08333333333333333
INC0009737,Caller 2172,Opened by  8,Phone,Location 204,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 218,False,0.15
INC0009728,Caller 4555,Opened by  305,Phone,Location 204,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 187,True,1.9833333333333334
INC0009738,Caller 1401,Opened by  8,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.06666666666666667
INC0003797,Caller 3774,Opened by  221,Phone,Location 93,Category 23,Subcategory 75,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,False,344.4
INC0005510,Caller 36,Opened by  17,Phone,Location 96,Category 51,Subcategory 6,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,274.6
INC0009285,Caller 275,Opened by  62,Phone,Location 93,Category 42,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,16.483333333333334
INC0009319,Caller 1620,Opened by  390,Phone,Location 37,Category 44,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 187,True,16.25
INC0009479,Caller 2699,Opened by  17,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 187,True,13.416666666666666
INC0003670,Caller 1890,Opened by  62,Phone,Location 223,Category 45,Subcategory 208,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,347.9166666666667
INC0009740,Caller 90,Opened by  8,Phone,Location 125,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,True,0.05
INC0009741,Caller 2565,Opened by  8,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 218,True,0.15
INC0009744,Caller 5304,Opened by  443,Phone,Location 108,Category 43,Subcategory 107,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 208,False,0.03333333333333333
INC0009746,Caller 43,Opened by  443,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 208,False,0.05
INC0009742,Caller 795,Opened by  443,Phone,Location 161,Category 40,Subcategory 44,Symptom 5,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 208,True,1.1166666666666667
INC0001254,Caller 4407,Opened by  131,Phone,Location 93,Category 53,Subcategory 50,Symptom 6,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,473.65
INC0003017,Caller 5405,Opened by  443,Phone,Location 143,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 13,True,363.8666666666667
INC0007021,Caller 3490,Opened by  501,Phone,Location 204,Category 28,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,165.51666666666668
INC0009753,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,True,0.05
INC0007035,Caller 84,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,165.9
INC0009755,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,True,0.3333333333333333
INC0009756,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,True,0.05
INC0009518,Caller 2963,Opened by  390,Phone,Location 229,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,16.883333333333333
INC0009758,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,0.1
INC0009759,Caller 3082,Opened by  131,Phone,Location 161,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,True,0.11666666666666667
INC0007043,Caller 1766,Opened by  40,Phone,Location 34,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 13,False,166.71666666666667
INC0004492,Caller 1491,Opened by  58,Phone,Location 143,Category 53,Subcategory 117,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,325.18333333333334
INC0009764,Caller 3957,Opened by  131,Phone,Location 214,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,True,0.13333333333333333
INC0004721,Caller 4031,Opened by  17,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,309.6
INC0009719,Caller 1531,Opened by  20,Phone,Location 204,Category 46,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,True,10.916666666666666
INC0004723,Caller 1930,Opened by  40,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,309.7
INC0009216,Caller 4921,Opened by  390,Phone,Location 161,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 192,False,23.4
INC0009163,Caller 3659,Opened by  17,Phone,Location 143,Category 57,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,26.216666666666665
INC0003558,Caller 2884,Opened by  70,Phone,Location 197,Category 45,Subcategory 150,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,False,354.55
INC0000541,Caller 3829,Opened by  180,Phone,Location 170,Category 23,Subcategory 3,Symptom 6,2 - Medium,3 - Low,4 - Low,Group 70,No asignado,False,503.1166666666667
INC0004601,Caller 3247,Opened by  180,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,True,312.1
INC0000899,Caller 4667,Opened by  47,Phone,Location 143,Category 53,Subcategory 303,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,True,493.3333333333333
INC0004618,Caller 502,Opened by  59,Phone,Location 204,Category 40,Subcategory 215,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,True,311.9166666666667
INC0000977,Caller 991,Opened by  24,Phone,Location 204,Category 23,Subcategory 75,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,False,480.85
INC0000569,Caller 1185,Opened by  24,Phone,Location 93,Category 45,Subcategory 150,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,502.81666666666666
INC0000990,Caller 1402,Opened by  180,Phone,Location 204,Category 37,Subcategory 135,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,480.35
